id,ELA,dELA,summit,debris_cov,morph_type,orientation,length,area,P_01_mean,P_02_mean,P_03_mean,P_04_mean,P_05mean,P_06_mean,P_07_mean,P_08_mean,P_09_mean,P_10_mean,P_11_mean,P_12_mean,P_snow,P_year,P_monsoon,P_not_monsoon,T_MIN_mean.1,T_MIN_mean.2,T_MIN_mean.3,T_MIN_mean.4,T_MIN_mean.5,T_MIN_mean.6,T_MIN_mean.7,T_MIN_mean.8,T_MIN_mean.9,T_MIN_mean.10,T_MIN_mean.11,T_MIN_mean.12,T_MIN_mean_monsoon,T_MIN_mean_not_monsoon,T_MAX_mean.1,T_MAX_mean.2,T_MAX_mean.3,T_MAX_mean.4,T_MAX_mean.5,T_MAX_mean.6,T_MAX_mean.7,T_MAX_mean.8,T_MAX_mean.9,T_MAX_mean.10,T_MAX_mean.11,T_MAX_mean.12,T_MAX_mean_monsoon,T_MAX_mean_not_monsoon,T_mean_mea.1,T_mean_mea.2,T_mean_mea.3,T_mean_mea.4,T_mean_mea.5,T_mean_mea.6,T_mean_mea.7,T_mean_mea.8,T_mean_mea.9,T_mean_mea.10,T_mean_mea.11,T_mean_mea.12,T_mean_mea.yr,T_mean_monsoon,T_mean_not_monsoon,Slope_min,Slope_max,Slope_mean,Elev_min,Elev_max,Elev_mean
234,4965,5,6060,0,5,E,20334.64111,5589209.498,5.290682,22.536857,72.23783,97.47427,117.331015,192.737135,136.485396,113.570236,141.285118,99.557719,19.239221,5.956885,125.261475,1023.702364,701.4089,322.293464,-16.4034575,-14.5310501,-11.4533956,-8.1244551,-3.4580825,1.5925378,3.7598254,3.3085986,0.6039964,-5.262419,-11.3194976,-15.2693302,1.16137514,-11.7662293,-6.3926254,-5.2496202,-2.9908589,0.2405638,4.819403,7.9991633,9.6458906,9.4490395,7.0256628,2.0566986,-2.4114194,-5.1624468,7.78783184,-2.844244043,-11.4029207,-9.881363,-7.2300417,-3.9428373,0.6788595,4.8147427,6.7147427,6.3880389,3.8232267,-1.6087622,-6.854242,-10.2214186,-2.3934979,4.4839221,-7.305940786,2.182333,60.535728,23.336834,4490,6050,5168.003836
235,4922,324,5470,0,3,N,3615.475397,823786.2969,4.46729,16.214953,50.261682,73.448598,98.084112,163.570093,123.88785,107.009346,123.074766,75.635514,14.018692,4.598131,89.560748,854.271027,615.626167,238.64486,-15.0540587,-13.2007694,-10.2477877,-6.9892053,-2.3856283,2.6442374,4.7901696,4.3746422,1.7550904,-4.0049353,-10.0789136,-13.907556,2.23570226,-10.49760371,-5.2976033,-4.164266,-1.8175244,1.3781745,5.7356865,8.8420652,10.5464059,10.3998814,7.9676037,3.0096865,-1.3053973,-4.0081032,8.69832854,-1.743576171,-10.2093458,-8.6794393,-6.028972,-2.8102804,1.6981308,5.7598131,7.6719626,7.3906542,4.8906542,-0.5018692,-5.6803738,-8.9766355,-1.2896417,5.48224298,-6.126702286,4.645354,61.668144,42.910061,4447,5426,4962.884956
236,5170,65,5425,0,3,W,2691.468196,365180.3824,4.804878,21.02439,66.439024,88.195122,104.804878,169.97561,120.390244,100.02439,124.902439,88.317073,17.365854,5.707317,203.536585,911.951219,620.097561,291.853658,-16.7106017,-14.8451458,-11.7775534,-8.4489282,-3.7645162,1.3045385,3.4624294,3.006749,0.2985004,-5.5733285,-11.6353111,-15.5827291,0.86154022,-12.08194254,-6.6821325,-5.5515464,-3.3304027,-0.0990103,4.5171872,7.7204655,9.3432707,9.1430741,6.7328816,1.7818027,-2.7180834,-5.4671131,7.49137582,-3.1523551,-11.7195122,-10.1878049,-7.5829268,-4.2829268,0.3878049,4.4804878,6.3804878,6.0804878,3.5146341,-1.9121951,-7.1853659,-10.5121951,-2.7115854,4.16878048,-7.6261324,19.103876,41.953205,32.34422,4928,5443,5194.717391
237,5045,37,5480,0,2,SE,6451.309031,1098160.75,5,20.945578,67.238095,90.578231,106.877551,174.455782,122.346939,101.829932,127.891156,91.979592,17.62585,5.653061,116.462584,932.421767,633.40136,299.020407,-16.6095265,-14.7324511,-11.647437,-8.3110916,-3.6397318,1.4194426,3.586266,3.1247197,0.4187564,-5.4619347,-11.5156795,-15.4762622,0.98189058,-11.9649118,-6.5673616,-5.4249037,-3.1913857,0.044583,4.6496426,7.8454308,9.477745,9.2700415,6.8615746,1.8996728,-2.5917487,-5.3479097,7.6208869,-3.025579086,-11.5768707,-10.0768707,-7.4333333,-4.1333333,0.5081633,4.6231293,6.5231293,6.2231293,3.6265306,-1.7768707,-7.0734694,-10.392517,-2.579932,4.30081636,-7.494752157,4.710567,63.96003,28.805593,4795,5537,5073.443709
238,4948,38,5760,0,4,NW,13275.76782,3564124.986,5.139738,21.316594,68.884279,91.393013,108.286026,175.034934,122.943231,101.724891,128.279476,91.277293,17.886463,5.668122,118.895196,937.83406,636.268558,301.565502,-16.366367,-14.4902003,-11.4073033,-8.0785079,-3.4147147,1.6234029,3.7802031,3.3354305,0.6286049,-5.2379529,-11.2760781,-15.2258512,1.19058534,-11.72603724,-6.3614808,-5.2226273,-2.9841848,0.254199,4.8515233,8.0202818,9.6359887,9.4506925,7.0486183,2.1150723,-2.3698116,-5.1345865,7.80142092,-2.814774243,-11.3661572,-9.8467249,-7.1879913,-3.9058952,0.7296943,4.8338428,6.6967249,6.3967249,3.8495633,-1.5604803,-6.831441,-10.1604803,-2.3627186,4.50131004,-7.265595743,2.908684,54.211475,24.363309,4464,5754,5079.629328
239,4815,75,5760,1,4,NE,14058.21293,2857755.61,4.852055,20.79726,67.6,90.915068,105.550685,172.750685,118.657534,98.290411,125.328767,91.441096,17.476712,5.29863,116.024657,918.958903,620.578082,298.380821,-15.4666866,-13.549649,-10.3922817,-7.0517337,-2.4435381,2.5306552,4.6940989,4.2598462,1.5588973,-4.3166305,-10.3328104,-14.297378,2.1199919,-10.77245284,-5.4454131,-4.2683896,-1.9718739,1.2765998,5.8282641,8.9368686,10.5523095,10.3772817,7.9890518,3.0576164,-1.4179853,-4.1946677,8.73675514,-1.8520162,-10.4391781,-8.9076712,-6.1589041,-2.8791781,1.6767123,5.7523288,7.6175342,7.3317808,4.7753425,-0.6369863,-5.8736986,-9.2369863,-1.4149088,5.43073972,-6.304657529,4.57144,59.275688,31.036814,4091,5815,4777.0825
240,4872,72,5400,0,2,S,5903.752383,1783300.959,5.811159,23.437768,75.652361,100.004292,115.759657,187.918455,130.077253,107.665236,136.957082,99.2103,19.437768,6,130.339056,1007.931331,678.377683,329.553648,-15.9796909,-14.0838134,-10.9634405,-7.6262381,-2.9880013,2.0246919,4.1757444,3.7255457,1.0311877,-4.8500251,-10.8664733,-14.8268542,1.59383368,-11.31379079,-5.958875,-4.8060153,-2.5562603,0.691001,5.2796766,8.4274695,10.0230519,9.8339223,7.4607162,2.5371775,-1.950951,-4.7281535,8.2049673,-2.396010943,-10.9811159,-9.4600858,-6.760515,-3.4635193,1.1227468,5.2257511,7.0918455,6.7918455,4.2399142,-1.1772532,-6.3965665,-9.7772532,-1.9620172,4.89442062,-6.8594727,5.979756,49.210766,28.855244,4479,5361,4999.972
241,4922,12,5760,0,4,NW,16466.8796,7822122.605,5.331693,22.400591,72.637795,96.356299,113.411417,183.16437,127.816929,105.579724,133.866142,95.339567,18.677165,5.748031,124.795275,980.329723,663.838582,316.491141,-15.9975993,-14.1219703,-11.0440207,-7.7214182,-3.0734671,1.9507243,4.0988704,3.6554391,0.9615256,-4.8951641,-10.9168538,-14.855075,1.51861846,-11.36458591,-6.0329178,-4.8969158,-2.6528466,0.5895776,5.1685355,8.3164954,9.9183409,9.7401805,7.3567006,2.4454084,-2.0291046,-4.8026444,8.10005058,-2.4827776,-11.0241142,-9.5086614,-6.8531496,-3.5602362,1.0320866,5.1286417,7.0134843,6.6945866,4.1651575,-1.232874,-6.4801181,-9.8265748,-2.0376476,4.80679134,-6.926532614,0.493313,55.094414,20.23881,4390,5825,4995.728361
242,4900,35,5810,0,4,N,14475.73241,6892155.163,5.067778,20.135556,64.955556,87.758889,104.034444,168.892222,117.568889,97.422222,123.447778,87.413333,16.664444,5.158889,111.982223,898.52,611.365555,287.154445,-15.7128993,-13.8438455,-10.7982118,-7.490388,-2.8495193,2.1669366,4.3116641,3.8708507,1.194662,-4.6402769,-10.6596441,-14.5697274,1.73891882,-11.10214186,-5.8125221,-4.6807326,-2.4285738,0.8107195,5.3605573,8.4879757,10.0956545,9.9252517,7.5486155,2.6480903,-1.8036493,-4.5713741,8.28361094,-2.262577443,-10.772,-9.2575556,-6.6165556,-3.3468889,1.2595556,5.3267778,7.2126667,6.9125556,4.3727778,-0.9867778,-6.2256667,-9.5764444,-1.8081297,5.0168667,-6.683127,3.373928,61.921757,25.875328,4187,5768,4971.709375
243,4860,25,5905,0,4,N,14328.32221,7199607.773,5.099359,21.019231,67.726496,90.792735,106.661325,173.161325,120.107906,99.306624,126.128205,90.07906,17.467949,5.327991,116.641026,922.878206,625.365385,297.512821,-15.4436198,-13.5573952,-10.4700629,-7.1482505,-2.5318908,2.4620123,4.606649,4.1728991,1.4924155,-4.3530036,-10.3650282,-14.2885266,2.04041702,-10.80369811,-5.5158078,-4.3688489,-2.0962333,1.152897,5.690809,8.8014047,10.401969,10.2371828,7.8643997,2.963449,-1.4949363,-4.268399,8.59915304,-1.9468399,-10.4839744,-8.9501068,-6.2959402,-3.0019231,1.5731838,5.638141,7.4907051,7.1989316,4.6736111,-0.7011752,-5.9342949,-9.2633547,-1.5046831,5.31491452,-6.375824186,1.271677,53.7393,22.253556,4238,5804,4899.663327
244,4697,115,5770,0,5,E,29703.45242,7637102.631,5.464718,22.679435,73.821573,97.65121,113.327621,183.464718,126.929435,104.597782,133.739919,96.379032,18.727823,5.829637,126.523186,982.612903,662.059475,320.553428,-15.1778651,-13.2684507,-10.1185122,-6.7823085,-2.1906829,2.7751648,4.9254587,4.4926844,1.8059509,-4.0553672,-10.0556152,-14.0068485,2.36171518,-10.49499534,-5.2013298,-4.0355807,-1.7386479,1.5176525,6.052593,9.1453881,10.7387648,10.572535,8.2083142,3.3107453,-1.160545,-3.9485934,8.94351902,-1.608042714,-10.190625,-8.6617944,-5.9243952,-2.6256048,1.9354839,5.9683468,7.8298387,7.5287298,5.003125,-0.3710685,-5.6193548,-8.9702621,-1.1747984,5.65310484,-6.051872114,0.535071,61.871925,26.184631,3998,5842,4761.533771
245,4900,170,5070,0,3,N,3982.683176,631867.4581,4.253012,17.481928,54.373494,78.216867,98.903614,162.421687,118.228916,100.048193,120.987952,79.048193,14.493976,4.253012,94.855422,852.710844,600.590362,252.120482,-14.4557535,-12.6032003,-9.6441,-6.3859787,-1.8103807,3.1778656,5.2946783,4.886632,2.275524,-3.4612322,-9.4844727,-13.3063206,2.76486384,-9.905865429,-4.7755395,-3.6577201,-1.3341617,1.8915892,6.2728492,9.3290498,10.9574925,10.8351657,8.4661215,3.6049252,-0.7440915,-3.4929926,9.17213574,-1.215427286,-9.6072289,-8.1228916,-5.5108434,-2.2349398,2.2337349,6.2759036,8.1216867,7.8771084,5.3771084,0.0771084,-5.1228916,-8.4072289,-0.7536145,5.9771084,-5.561273686,2.686805,46.454796,31.235479,4718,5059,4895.056818
246,4825,155,5475,0,2,S,8982.831086,1742073.944,6,24.792035,80.734513,107.221239,125.039823,201.70354,139.827434,115.088496,146.858407,105.327434,20.783186,6.088496,138.39823,1079.464603,728.5177,350.946903,-15.5266109,-13.6394972,-10.558096,-7.2346403,-2.611437,2.3838366,4.526995,4.0845392,1.404187,-4.4376482,-10.4471861,-14.3718785,1.95762416,-10.88793674,-5.596627,-4.4523135,-2.1990191,1.0538582,5.608306,8.7215138,10.3110498,10.1396795,7.7778865,2.8975145,-1.5743616,-4.3540311,8.51168712,-2.032139943,-10.5579646,-9.0469027,-6.3823009,-3.0818584,1.5053097,5.5464602,7.4336283,7.1331858,4.5606195,-0.7623894,-6.0057522,-9.3469027,-1.5837389,5.2358407,-6.454867271,1.440461,51.221085,25.435079,4297,5427,4857.278689
247,4928,98,5735,1,5,NW,16797.60555,5237349.336,6,24.991176,80.389706,107.761765,128.441176,207.576471,145,120.113235,151.882353,106.322059,20.680882,6.313235,138.374999,1105.472058,753.013235,352.458823,-16.1607778,-14.3225919,-11.3376195,-8.0435346,-3.3663726,1.6830143,3.8173311,3.3696907,0.6976491,-5.1234421,-11.1495795,-15.031312,1.24026252,-11.59555106,-6.3032962,-5.2042503,-2.9965918,0.2390568,4.8186661,7.97125,9.5663793,9.3946283,7.0243945,2.1452977,-2.3132847,-5.0728297,7.75506364,-2.786556886,-11.2288235,-9.7645588,-7.1605882,-3.9029412,0.7060294,4.8195588,6.6848529,6.3857353,3.8617647,-1.4873529,-6.7273529,-10.0510294,-2.3220588,4.49158822,-7.188949557,0.766082,56.569294,21.801551,4481,5752,5120.251381
248,5030,85,5900,0,2,S,8507.266421,2087521.496,5.756654,24.43346,78.870722,104.980989,122.836502,198.228137,137.186312,113.106464,144.486692,103.076046,19.988593,6.212928,135.262357,1059.163499,715.844107,343.319392,-15.2821545,-13.4026319,-10.3265469,-7.0158441,-2.3990945,2.5833138,4.7235697,4.2901998,1.6176169,-4.2180861,-10.2148593,-14.1263159,2.16312114,-10.65520553,-5.3890814,-4.2526987,-1.9873253,1.2607383,5.8006661,8.8939936,10.4813436,10.3231783,7.9681752,3.0958218,-1.3591501,-4.1413914,8.69347136,-1.824726686,-10.3269962,-8.8273764,-6.1539924,-2.9026616,1.6946768,5.7296578,7.6007605,7.2969582,4.78327,-0.5802281,-5.7787072,-9.1250951,-1.3824779,5.42106466,-6.242151,5.198322,52.227497,32.0869,4416,5844,5045.647687
249,4560,25,5435,0,2,S,10670.31552,3218846.751,5.988067,24.863962,80.618138,106.732697,123.680191,198.794749,137.238663,112.859189,144.77327,104.334129,20.174224,6.238663,137.883054,1066.295942,717.346062,348.94988,-15.2461795,-13.3527241,-10.2304594,-6.9047467,-2.3021088,2.6702041,4.8115015,4.3817017,1.6982603,-4.1546894,-10.1479453,-14.0840375,2.25191176,-10.58868313,-5.3052804,-4.1575967,-1.8786203,1.3762558,5.9195671,9.0124832,10.5921036,10.4342221,8.0784699,3.2009633,-1.2683438,-4.0598803,8.80736918,-1.727500343,-10.2828162,-8.746778,-6.0632458,-2.7646778,1.8143198,5.851074,7.6835322,7.4002387,4.8747017,-0.4644391,-5.7238663,-9.0639618,-1.2904933,5.52477328,-6.158540714,3.262252,49.710865,24.593635,3842,5361,4820.514412
250,4952,77,5495,0,3,SE,4588.104983,752861.9745,6,24.929293,80.737374,108.494949,127.858586,205.252525,142.676768,117.919192,149.848485,105.979798,20.828283,6,138.49495,1096.525253,743.555556,352.969697,-15.4823864,-13.6275943,-10.6048779,-7.3076798,-2.6677833,2.3356204,4.4660334,4.0282012,1.3616418,-4.4510318,-10.4532522,-14.3381984,1.9047427,-10.89500297,-5.6414255,-4.5296199,-2.2892184,0.955813,5.5044231,8.608649,10.1901387,10.0325975,7.6788865,2.8270841,-1.6222974,-4.3986289,8.40293896,-2.099756143,-10.5747475,-9.0636364,-6.4444444,-3.1545455,1.4313131,5.4868687,7.3252525,7.0252525,4.5252525,-0.8151515,-6.0636364,-9.3636364,-1.6404881,5.15878786,-6.497114014,5.492169,57.395164,36.709166,4528,5470,5049.294118
251,4745,60,5900,0,4,SE,19581.2624,5568927.723,5.870833,24.361111,78.873611,105.648611,124.334722,200.529167,139.383333,115.068056,146.247222,103.8375,20.134722,6.134722,135.374999,1070.42361,725.5625,344.86111,-15.4940853,-13.6291753,-10.5837348,-7.2755203,-2.6463658,2.3576468,4.4924761,4.055504,1.3868172,-4.4408352,-10.4481858,-14.3484961,1.92921566,-10.88857611,-5.619209,-4.4960628,-2.2469219,1.0013615,5.5452664,8.656397,10.2432313,10.0823383,7.7255762,2.8540403,-1.6018995,-4.3779129,8.45056184,-2.0695149,-10.56,-9.0544444,-6.4211111,-3.1301389,1.4481944,5.5006944,7.3644444,7.0630556,4.5451389,-0.7980556,-6.0295833,-9.3606944,-1.6193749,5.18430554,-6.479146814,2.465105,51.051758,26.272296,3904,5853,4940.392535
252,4958,170,5250,0,3,S,2809.91636,446440.1776,6,25.017544,83.842105,108.701754,118.614035,188.157895,127.561404,103.789474,135.561404,102.333333,19.982456,7,141.842105,1026.561404,673.684212,352.877192,-15.8414268,-13.922819,-10.7364044,-7.3856891,-2.7547867,2.2044498,4.3322583,3.8905937,1.1908437,-4.7050571,-10.6752604,-14.6597708,1.77267176,-11.1323468,-5.7657518,-4.6184151,-2.4072283,0.8577885,5.4940434,8.6023463,10.1112193,9.9420993,7.633228,2.8178238,-1.7177547,-4.5394424,8.35658726,-2.19614,-10.8017544,-9.2912281,-6.6105263,-3.2421053,1.3701754,5.3982456,7.2017544,6.8982456,4.3982456,-0.9421053,-6.2035088,-9.6017544,-1.7855263,5.05333332,-6.670426086,8.863123,41.50304,21.241023,4758,5115,4939.590164
253,4898,80,5212,0,2,N,4494.8217,755212.5492,5.931373,24.333333,79.980392,100.588235,110.215686,173.421569,119.911765,97.460784,126.078431,91.676471,18.480392,6.401961,135.127451,954.480392,627.088235,327.392157,-15.3771561,-13.4429592,-10.2106819,-6.8529177,-2.2477486,2.6732336,4.7910817,4.3523399,1.6572744,-4.241368,-10.1862142,-14.1788335,2.2452362,-10.64144723,-5.2885915,-4.1379442,-1.9161407,1.3590203,5.98225,9.0543371,10.5277372,10.3687529,8.0912521,3.3289994,-1.2106034,-4.0554697,8.80486586,-1.7029614,-10.3127451,-8.8,-6.0431373,-2.7372549,1.8696078,5.8568627,7.6568627,7.3568627,4.8607843,-0.4431373,-5.7,-9.1098039,-1.2954248,5.52019604,-6.1637255,4.394057,51.172367,24.167964,4583,5258,4943.31068
254,4950,90,5380,0,2,W,5526.613961,1126820.2,6,24.118056,80.944444,102.138889,108.5625,170.479167,119.270833,98.097222,124.048611,92.402778,18.291667,6.6875,136.041667,951.041667,620.458333,330.583334,-16.2748155,-14.3455919,-11.0943027,-7.7317098,-3.0806437,1.8711578,3.9836219,3.5283373,0.8250444,-5.108688,-11.0617832,-15.0842068,1.42550354,-11.52872827,-6.0809163,-4.9497823,-2.7815413,0.4802756,5.1715759,8.2946289,9.7420885,9.5604045,7.2953505,2.5406423,-2.029885,-4.8745015,8.01280966,-2.527958357,-11.1881944,-9.6618056,-6.9555556,-3.6458333,1.0381944,5.0979167,6.8833333,6.5298611,4.0847222,-1.2743056,-6.5618056,-9.9743056,-2.1356481,4.72680554,-7.037400814,4.379486,43.659595,21.289401,4753,5370,5093.461538
255,4788,80,5510,0,3,N,5958.502889,1202286.419,5.509554,22.732484,75.121019,95.420382,104.681529,163.636943,112.713376,91.242038,118.66242,87.528662,17.490446,5.949045,126.802548,900.687898,590.936306,309.751592,-15.2256805,-13.3363207,-10.2107528,-6.8853559,-2.2693121,2.6680844,4.7699399,4.329945,1.6598718,-4.1949791,-10.1312823,-14.0570238,2.2317058,-10.57734216,-5.283498,-4.1733193,-1.984542,1.2892315,5.8952677,8.9538801,10.4142105,10.2716797,8.0162308,3.302006,-1.2163082,-4.0598057,8.71025376,-1.732319386,-10.2592357,-8.7585987,-6.1050955,-2.8050955,1.8165605,5.7936306,7.5929936,7.2987261,4.8388535,-0.4566879,-5.6840764,-9.0566879,-1.3153928,5.46815286,-6.160782514,6.243903,50.565666,38.16143,4253,5420,4966.565217
256,4920,48,5540,0,2,E,4699.96333,896760.3389,5.887931,23.965517,79.198276,101.87931,109.482759,171.077586,115.474138,93.267241,123.448276,93.060345,18.413793,6.206897,133.672414,941.362069,612.75,328.612069,-15.2504108,-13.3623081,-10.2347774,-6.9107973,-2.2912341,2.6455308,4.7463362,4.3068898,1.6296223,-4.2218876,-10.1574993,-14.0818629,2.207429,-10.60279191,-5.3067711,-4.1999609,-2.0147364,1.2583507,5.8697333,8.9276477,10.3822434,10.2418853,7.9841586,3.2838678,-1.2387336,-4.0845232,8.68113366,-1.757500957,-10.2939655,-8.7931034,-6.125,-2.825,1.7827586,5.7827586,7.5793103,7.2758621,4.7836207,-0.4905172,-5.6982759,-9.0939655,-1.3429599,5.44086206,-6.188546786,8.202742,51.284042,32.264313,4446,5503,5012.016
257,4892,127,5250,0,3,N,3797.935214,802667.0116,7,27.740385,90.730769,115.586538,125.653846,196.067308,132.721154,107.346154,141.144231,103.730769,20.875,7,153.346154,1075.596154,702.932693,372.663461,-15.0203388,-13.1430063,-10.0372258,-6.7331454,-2.1041772,2.8201116,4.9036677,4.4707942,1.8111136,-4.026878,-9.9579778,-13.849415,2.38030198,-10.39542673,-5.1282978,-4.0341379,-1.8500443,1.4153978,6.0272264,9.0614051,10.49378,10.3686204,8.133806,3.4631892,-1.0550539,-3.8975619,8.81696758,-1.583786971,-10.0576923,-8.6057692,-5.9105769,-2.6846154,1.9798077,5.9692308,7.6894231,7.3942308,4.9759615,-0.3057692,-5.5057692,-8.9057692,-1.1639423,5.60173078,-5.996565914,1.990555,46.504581,32.861742,4703,5228,4962.908257
258,4442,42,5415,0,3,N,6193.605643,1081018.827,5.129496,19.705036,64.302158,81.42446,87.151079,135.928058,92.007194,73.625899,97.381295,71.928058,14.553957,5.129496,29.964028,748.266186,486.093525,262.172661,-12.8440057,-10.8938891,-7.6482464,-4.3086008,0.1815071,4.9657009,7.0440191,6.6404318,4.0072325,-1.8271988,-7.6963804,-11.6103087,4.56777828,-8.1183757,-2.9606178,-1.8053758,0.499285,3.8076425,8.2836022,11.1722586,12.5733644,12.4897285,10.308487,5.7047131,1.2265397,-1.6698859,10.96548814,0.686042971,-7.9158273,-6.3489209,-3.5719424,-0.2460432,4.2273381,8.0784173,9.7913669,9.5561151,7.1546763,1.9230216,-3.2194245,-6.6438849,1.0654077,7.76158274,-3.717574514,8.151632,59.199841,29.386227,3811,5209,4286.269737
259,4898,108,6060,0,4,NE,12222.94737,3959176.405,6.405458,24.721248,80.916179,105.384016,108.727096,168.506823,113.060429,90.647173,120.487329,92.510721,18.167641,6.477583,136.688109,936.011696,601.42885,334.582846,-14.3516493,-12.4568729,-9.3147173,-5.9963233,-1.4068764,3.4672164,5.5348067,5.1060425,2.4623433,-3.3784296,-9.2744373,-13.1681302,3.0327065,-9.705794271,-4.4607517,-3.3643366,-1.1732554,2.1137347,6.6911017,9.66995,11.0529278,10.9464882,8.7622921,4.1698728,-0.3414295,-3.2220722,9.42455196,-0.896891129,-9.4077973,-7.9083821,-5.2298246,-1.9385965,2.6423002,6.5619883,8.2890838,8.0095517,5.6046784,0.3906433,-4.8007797,-8.2079922,-0.4995939,6.22152048,-5.300389871,1.778139,63.037586,28.347073,3796,5987,4733.92559
260,4722,57,6060,0,2,SE,9853.969063,4385137.603,7.963158,30.959649,100.964912,130.84386,134.714035,207.854386,139.033333,111.324561,148.422807,113.577193,22.594737,7.963158,170.445614,1156.215789,741.349122,414.866667,-15.3343887,-13.4772327,-10.4260047,-7.127955,-2.4648571,2.4652227,4.5217989,4.0751525,1.4252974,-4.4036194,-10.3206922,-14.1836965,2.00452288,-10.75336989,-5.4582713,-4.4033124,-2.3022879,0.9691829,5.6172458,8.647182,10.0106284,9.8922636,7.7107292,3.1531449,-1.3834444,-4.250688,8.3756098,-1.953668029,-10.3724561,-8.9447368,-6.3578947,-3.0807018,1.5638596,5.56,7.26,6.9636842,4.5585965,-0.6447368,-5.8445614,-9.2264912,-1.5471198,5.18122806,-6.353082686,6.245031,60.141495,30.989733,3989,6095,5013.504039
261,5358,126,5535,0,2,N,5136.574734,609674.6012,3.985915,11.704225,30.140845,47.309859,79.225352,155.690141,136.422535,123.732394,119.309859,63.225352,11.43662,3.43662,108.014084,785.619717,614.380281,171.239436,-17.9605936,-16.0035899,-12.7143486,-9.3021017,-4.6264411,0.5548391,2.8730311,2.4158334,-0.352292,-6.4206089,-12.8090848,-16.8514401,0.1729941,-13.15168109,-7.3149332,-5.9870365,-3.3911174,-0.2939602,3.9715893,7.3136155,9.338621,9.0713255,6.3156862,0.883726,-3.4131819,-6.0186235,7.2021675,-3.647875243,-12.6507042,-10.9901408,-8.0507042,-4.7929577,-0.3507042,3.928169,6.1084507,5.743662,3.0084507,-2.771831,-8.0985915,-11.4507042,-3.3639669,3.68760564,-8.4008048,2.284679,41.708408,23.953034,5209,5537,5370.179487
262,5208,133,5530,0,3,E,2955.824042,337738.6667,4,12.878049,34.073171,51.926829,81.829268,154,130.463415,116.097561,117.682927,64.707317,12.585366,4,67.536586,784.243903,600.073171,184.170732,-17.3413276,-15.3916563,-12.1408572,-8.7522264,-4.1092821,1.0365755,3.3365973,2.8899545,0.1395516,-5.8781184,-12.2057177,-16.2201791,0.65867936,-12.56144039,-6.84569,-5.53997,-2.9725294,0.1429933,4.4129534,7.7105814,9.694564,9.4449886,6.7340808,1.3645959,-2.9313611,-5.5454489,7.59943364,-3.189630029,-12.0780488,-10.4634146,-7.5487805,-4.302439,0.1365854,4.3536585,6.5219512,6.1536585,3.4365854,-2.2634146,-7.5634146,-10.8780488,-2.8745933,4.1204878,-7.871080129,13.339463,39.386372,28.386564,4964,5510,5195.291667
263,5318,36,5470,0,3,SE,2511.325898,177999.4264,5,17,45.916667,67.583333,102.625,186.875,155.875,136,143.041667,82.75,16,5,156.5,963.666667,724.416667,239.25,-17.9704936,-16.0308268,-12.8026225,-9.4026581,-4.7074361,0.4726944,2.7634074,2.3012449,-0.4645298,-6.4999313,-12.8267456,-16.8761658,0.07307616,-13.2013491,-7.4495845,-6.1624044,-3.6612793,-0.5320997,3.847466,7.1884257,9.1401265,8.8736471,6.1748576,0.7998224,-3.5512344,-6.1829488,7.04490458,-3.819961243,-12.7291667,-11.1166667,-8.2291667,-4.9291667,-0.4291667,3.8458333,5.9708333,5.5708333,2.8708333,-2.8291667,-8.2,-11.5291667,-3.4777776,3.5658333,-8.5089286,3.314266,30.303528,17.465645,5205,5397,5331.26087
264,5575,197,5865,0,3,SE,3133.660132,285571.329,5,15.828571,41.828571,63.857143,101.114286,187.457143,156.857143,138.8,143.257143,79.114286,15,5,146.514285,953.114286,727.485715,225.628571,-17.9812932,-16.0658845,-12.8879576,-9.5080106,-4.8104646,0.3796406,2.667575,2.2110372,-0.53001,-6.5401137,-12.8828823,-16.8788198,-0.01644436,-13.24928024,-7.5128153,-6.241875,-3.7355186,-0.623024,3.6925687,7.0309159,9.0050244,8.7470822,6.0429855,0.680678,-3.6256226,-6.2314795,6.90371534,-3.898522429,-12.7257143,-11.1257143,-8.3228571,-5.0971429,-0.5828571,3.6942857,5.8171429,5.4857143,2.7742857,-2.9257143,-8.2828571,-11.5257143,-3.568095,3.4377143,-8.5722449,18.446701,54.717117,41.056915,5213,5863,5585.225
265,5190,100,5615,0,3,E,4113.139777,606816.3695,3.525,11.075,29.7125,46.5,74.9875,142.3,120.8125,109.2125,108.85,58.8,10.7875,3.525,58.625,720.0875,556.1625,163.925,-17.1149243,-15.1701978,-11.9587744,-8.5937891,-3.9571872,1.1853885,3.4703033,3.0297037,0.3033006,-5.6866406,-12.0085889,-15.9828247,0.80630178,-12.3593914,-6.684657,-5.3845581,-2.8223618,0.2822222,4.5149951,7.7999243,9.777984,9.5382007,6.8407813,1.496384,-2.7731116,-5.3738635,7.69437708,-3.037135114,-11.90875,-10.2625,-7.4125,-4.165,0.25875,4.485,6.64375,6.29,3.55375,-2.0725,-7.38,-10.6675,-2.7197916,4.24625,-7.695535714,8.407209,44.110683,29.486835,4911,5592,5256.858974
