earn,height,sex,race,hisp,ed,age,age.category,eth,male,log.earn
10000,67,2,1,2,14,32,1,3,0,9.21034037197618
16000,69,1,1,2,12,19,1,3,1,9.68034400122192
45000,71,1,1,2,12,29,1,3,1,10.7144177687525
40000,72,1,1,2,14,54,3,3,1,10.5966347330961
19000,64,2,1,2,14,52,3,3,0,9.85219425814858
17600,64,2,1,2,16,30,1,3,0,9.77565418102624
30000,74,1,1,2,12,32,1,3,1,10.3089526606443
18000,62,2,1,2,11,47,2,3,0,9.7981270368783
25000,65,2,1,2,16,47,2,3,0,10.1266311038503
6000,60,2,1,2,5,62,3,3,0,8.69951474821019
70000,69,1,1,2,18,42,2,3,1,11.1562505210315
15000,61,2,3,2,16,34,1,4,0,9.61580548008435
25000,65,2,1,2,17,33,1,3,0,10.1266311038503
35000,66,2,1,2,16,28,1,3,0,10.4631033404715
18000,70,1,1,2,16,24,1,3,1,9.7981270368783
28000,72,1,2,2,15,30,1,1,1,10.2399597891573
15000,64,2,1,1,11,21,1,2,0,9.61580548008435
22000,71,1,1,1,14,28,1,2,1,9.99879773234045
35000,73,1,1,2,12,30,1,3,1,10.4631033404715
18000,64,2,2,2,15,46,2,1,0,9.7981270368783
35000,68,1,1,2,14,37,2,3,1,10.4631033404715
16400,64,2,2,2,12,21,1,1,0,9.70503661381229
22000,66,1,2,2,16,37,2,1,1,9.99879773234045
30000,67,2,1,2,16,58,3,3,0,10.3089526606443
17000,64,2,1,1,12,27,1,2,0,9.74096862303835
25000,64,2,2,2,14,36,2,1,0,10.1266311038503
10000,62,2,1,2,12,51,3,3,0,9.21034037197618
40000,69,1,1,2,12,37,2,3,1,10.5966347330961
12500,63,2,1,2,12,63,3,3,0,9.43348392329039
35000,72,1,1,2,15,45,2,3,1,10.4631033404715
105000,75,1,1,2,12,49,2,3,1,11.5617156291397
1e+05,70,1,1,2,18,40,2,3,1,11.5129254649702
21000,69,1,1,2,12,51,3,3,1,9.95227771670556
10000,64,2,1,2,14,56,3,3,0,9.21034037197618
33000,72,1,1,2,12,26,1,3,1,10.4042628404486
26000,69,1,1,2,18,25,1,3,1,10.1658518170036
18000,71,1,1,2,16,45,2,3,1,9.7981270368783
15000,59,2,1,2,8,61,3,3,0,9.61580548008435
5000,68,1,1,2,13,20,1,3,1,8.51719319141624
60000,77,1,1,2,17,42,2,3,1,11.0020998412042
28000,70,1,2,2,18,38,2,1,1,10.2399597891573
42000,69,1,1,2,18,43,2,3,1,10.6454248972655
2000,63,2,1,2,12,33,1,3,0,7.60090245954208
20000,73,1,2,2,18,33,1,1,1,9.90348755253613
28000,66,1,3,2,15,40,2,4,1,10.2399597891573
10000,72,1,2,2,17,62,3,1,1,9.21034037197618
31000,72,1,2,2,12,31,1,1,1,10.3417424834673
17000,69,2,2,2,13,37,2,1,0,9.74096862303835
16000,67,2,1,2,12,39,2,3,0,9.68034400122192
35000,66,2,1,2,15,38,2,3,0,10.4631033404715
3000,67,2,1,2,12,26,1,3,0,8.00636756765025
16000,68,2,1,2,18,39,2,3,0,9.68034400122192
35000,65,2,2,2,15,42,2,1,0,10.4631033404715
27000,62,2,2,2,17,33,1,1,0,10.2035921449865
25000,69,1,1,2,17,29,1,3,1,10.1266311038503
40000,70,1,1,2,16,41,2,3,1,10.5966347330961
45000,66,2,1,2,16,43,2,3,0,10.7144177687525
14000,66,1,1,2,12,23,1,3,1,9.5468126085974
25000,66,2,1,2,14,37,2,3,0,10.1266311038503
40000,72,1,1,2,12,42,2,3,1,10.5966347330961
34000,69,1,1,2,12,35,2,3,1,10.4341158035983
40000,66,1,1,2,12,34,1,3,1,10.5966347330961
35000,69,1,1,2,14,28,1,3,1,10.4631033404715
12000,60,2,1,1,12,51,3,2,0,9.39266192877014
30000,65,2,1,2,17,43,2,3,0,10.3089526606443
23000,62,2,1,2,12,40,2,3,0,10.0432494949113
2000,67,2,1,2,12,30,1,3,0,7.60090245954208
20000,67,1,1,2,14,25,1,3,1,9.90348755253613
10000,68,2,2,2,9,62,3,1,0,9.21034037197618
60000,66,2,2,2,16,43,2,1,0,11.0020998412042
12000,74,1,2,2,16,41,2,1,1,9.39266192877014
25000,65,2,1,2,18,61,3,3,0,10.1266311038503
8000,68,1,1,2,17,25,1,3,1,8.98719682066197
2000,66,2,1,2,16,21,1,3,0,7.60090245954208
18600,65,2,1,2,16,26,1,3,0,9.83091685970129
20000,62,2,1,2,14,20,1,3,0,9.90348755253613
1e+05,73,1,1,2,18,37,2,3,1,11.5129254649702
50000,62,2,1,2,15,40,2,3,0,10.8197782844103
27000,70,1,1,2,12,42,2,3,1,10.2035921449865
1000,58,2,2,2,12,58,3,1,0,6.90775527898214
18000,68,1,1,2,12,20,1,3,1,9.7981270368783
17000,67,2,1,2,14,23,1,3,0,9.74096862303835
14000,70,1,1,2,14,35,2,3,1,9.5468126085974
33000,63,2,1,2,17,39,2,3,0,10.4042628404486
23000,66,1,1,2,12,34,1,3,1,10.0432494949113
10000,65,2,1,2,12,41,2,3,0,9.21034037197618
22000,61,1,1,2,12,24,1,3,1,9.99879773234045
13000,61,2,1,1,12,19,1,2,0,9.47270463644367
33000,67,2,1,2,12,31,1,3,0,10.4042628404486
36000,73,1,1,2,12,36,2,3,1,10.4912742174382
10000,71,2,2,2,14,32,1,1,0,9.21034037197618
6000,64,2,1,2,12,60,3,3,0,8.69951474821019
12000,67,2,1,2,12,43,2,3,0,9.39266192877014
10000,62,2,1,2,11,47,2,3,0,9.21034037197618
21000,67,2,1,2,12,45,2,3,0,9.95227771670556
26000,69,1,1,2,12,32,1,3,1,10.1658518170036
22000,66,2,2,2,12,50,3,1,0,9.99879773234045
23000,66,2,2,2,15,54,3,1,0,10.0432494949113
20000,66,1,1,2,15,24,1,3,1,9.90348755253613
10000,66,2,1,2,13,38,2,3,0,9.21034037197618
7000,72,1,2,2,14,24,1,1,1,8.85366542803745
15000,64,2,1,2,12,38,2,3,0,9.61580548008435
26000,65,2,1,2,16,34,1,3,0,10.1658518170036
10000,72,1,1,2,11,31,1,3,1,9.21034037197618
3000,71,1,1,2,14,20,1,3,1,8.00636756765025
27000,64,2,1,1,17,41,2,2,0,10.2035921449865
28000,64,2,1,2,17,25,1,3,0,10.2399597891573
15000,67,2,1,2,12,27,1,3,0,9.61580548008435
55000,75,1,1,2,18,30,1,3,1,10.9150884642146
20000,66,2,1,1,17,26,1,2,0,9.90348755253613
8500,67,2,1,2,12,44,2,3,0,9.04782144247841
30000,71,1,1,2,16,30,1,3,1,10.3089526606443
20000,68,2,1,2,12,31,1,3,0,9.90348755253613
25000,67,1,1,2,16,26,1,3,1,10.1266311038503
3000,71,1,1,2,8,22,1,3,1,8.00636756765025
16000,63,2,1,2,12,49,2,3,0,9.68034400122192
10000,61,2,2,2,12,39,2,1,0,9.21034037197618
15000,65,2,2,2,12,28,1,1,0,9.61580548008435
28000,67,1,1,2,12,46,2,3,1,10.2399597891573
31500,65,1,1,2,14,35,2,3,1,10.3577428248137
95000,66,1,1,2,18,52,3,3,1,11.4616321705827
38000,67,1,1,2,12,40,2,3,1,10.5453414387085
30000,74,1,1,2,12,41,2,3,1,10.3089526606443
35900,74,1,1,2,16,42,2,3,1,10.4884925744764
12000,66,2,1,2,13,22,1,3,0,9.39266192877014
10000,69,2,1,2,16,25,1,3,0,9.21034037197618
45000,66,2,1,2,18,44,2,3,0,10.7144177687525
40000,74,1,1,2,16,56,3,3,1,10.5966347330961
21500,72,1,1,2,12,27,1,3,1,9.97580821411575
14000,66,1,1,2,12,62,3,3,1,9.5468126085974
38000,67,1,4,2,17,54,3,4,1,10.5453414387085
1000,65,2,1,2,12,18,1,3,0,6.90775527898214
15000,65,2,1,2,12,31,1,3,0,9.61580548008435
24000,68,2,1,2,13,42,2,3,0,10.0858091093301
4500,64,2,1,2,16,23,1,3,0,8.41183267575841
18000,64,2,1,2,16,63,3,3,0,9.7981270368783
14000,63,2,1,2,12,20,1,3,0,9.5468126085974
10000,69,2,1,2,12,28,1,3,0,9.21034037197618
9500,67,2,1,2,12,32,1,3,0,9.15904707758863
6000,60,2,1,2,13,28,1,3,0,8.69951474821019
2500,62,2,1,2,11,58,3,3,0,7.82404601085629
40000,72,1,1,2,16,41,2,3,1,10.5966347330961
25000,67,1,1,2,16,39,2,3,1,10.1266311038503
28000,66,2,2,2,15,60,3,1,0,10.2399597891573
33000,66,2,2,2,12,45,2,1,0,10.4042628404486
4000,60,2,1,2,8,64,3,3,0,8.29404964010203
4100,65,1,1,2,16,30,1,3,1,8.3187422526924
32000,72,1,1,2,12,28,1,3,1,10.3734911817819
13000,64,2,1,2,8,58,3,3,0,9.47270463644367
8000,64,1,1,1,8,27,1,2,1,8.98719682066197
17000,64,2,1,2,12,38,2,3,0,9.74096862303835
18000,66,1,1,2,13,32,1,3,1,9.7981270368783
12000,73,1,1,2,12,24,1,3,1,9.39266192877014
7000,74,1,1,2,7,49,2,3,1,8.85366542803745
1200,65,2,1,2,14,22,1,3,0,7.09007683577609
14000,63,1,1,2,12,21,1,3,1,9.5468126085974
17000,63,2,1,2,12,40,2,3,0,9.74096862303835
30000,66,1,1,2,12,42,2,3,1,10.3089526606443
25000,70,1,1,2,12,53,3,3,1,10.1266311038503
22000,66,2,1,1,12,33,1,2,0,9.99879773234045
15000,63,2,1,2,12,21,1,3,0,9.61580548008435
20000,63,2,1,2,16,26,1,3,0,9.90348755253613
9000,69,2,1,2,11,34,1,3,0,9.10497985631836
17000,73,1,1,2,12,30,1,3,1,9.74096862303835
1800,68,2,1,2,12,46,2,3,0,7.49554194388426
18000,64,2,1,2,12,46,2,3,0,9.7981270368783
25000,63,2,1,2,18,42,2,3,0,10.1266311038503
20000,70,1,2,2,16,41,2,1,1,9.90348755253613
75000,64,2,1,2,15,40,2,3,0,11.2252433925184
3500,66,2,1,2,12,40,2,3,0,8.1605182474775
30000,72,1,1,2,12,25,1,3,1,10.3089526606443
1000,64,2,1,2,14,26,1,3,0,6.90775527898214
9000,67,1,1,2,13,33,1,3,1,9.10497985631836
11000,66,2,1,2,10,58,3,3,0,9.30565055178051
12000,71,1,1,2,12,52,3,3,1,9.39266192877014
30000,71,1,1,2,12,43,2,3,1,10.3089526606443
19000,71,1,2,2,7,57,3,1,1,9.85219425814858
9000,74,1,1,2,9,61,3,3,1,9.10497985631836
30000,75,1,1,2,16,29,1,3,1,10.3089526606443
9000,72,1,1,2,12,32,1,3,1,9.10497985631836
15000,66,2,1,1,16,30,1,2,0,9.61580548008435
8000,65,2,2,2,12,31,1,1,0,8.98719682066197
33000,72,1,1,2,12,37,2,3,1,10.4042628404486
12000,60,2,1,1,12,28,1,2,0,9.39266192877014
18000,64,2,1,2,15,37,2,3,0,9.7981270368783
30000,65,2,1,2,13,61,3,3,0,10.3089526606443
12500,65,2,1,2,12,32,1,3,0,9.43348392329039
10000,62,2,2,2,12,36,2,1,0,9.21034037197618
21000,73,1,2,2,14,46,2,1,1,9.95227771670556
21000,68,2,1,2,17,25,1,3,0,9.95227771670556
5000,66,2,1,2,12,52,3,3,0,8.51719319141624
22000,71,2,1,2,17,36,2,3,0,9.99879773234045
30000,73,1,1,2,14,26,1,3,1,10.3089526606443
123000,61,2,1,2,14,58,3,3,0,11.7199396343546
8000,63,2,1,2,9,45,2,3,0,8.98719682066197
2000,64,2,1,2,9,25,1,3,0,7.60090245954208
7600,67,2,1,2,6,62,3,3,0,8.93590352627442
10000,63,2,1,2,12,25,1,3,0,9.21034037197618
35000,73,1,1,2,12,48,2,3,1,10.4631033404715
15000,66,2,1,2,16,57,3,3,0,9.61580548008435
4000,70,2,1,2,12,22,1,3,0,8.29404964010203
16000,68,1,1,2,8,24,1,3,1,9.68034400122192
200,67,2,1,2,12,33,1,3,0,5.29831736654804
23000,74,1,1,2,16,25,1,3,1,10.0432494949113
16000,64,2,1,2,16,27,1,3,0,9.68034400122192
6000,60,2,1,2,12,49,2,3,0,8.69951474821019
600,59,2,1,2,9,46,2,3,0,6.39692965521615
28000,75,1,4,2,16,34,1,4,1,10.2399597891573
15000,64,1,1,2,12,35,2,3,1,9.61580548008435
15000,71,1,1,2,12,25,1,3,1,9.61580548008435
25000,63,2,1,2,12,30,1,3,0,10.1266311038503
15000,67,2,1,2,12,26,1,3,0,9.61580548008435
40000,69,1,1,2,11,44,2,3,1,10.5966347330961
30000,70,1,1,2,11,51,3,3,1,10.3089526606443
5000,66,2,1,2,12,29,1,3,0,8.51719319141624
35000,74,1,1,2,14,34,1,3,1,10.4631033404715
16000,65,2,1,2,14,31,1,3,0,9.68034400122192
28000,64,2,1,2,16,40,2,3,0,10.2399597891573
20000,68,1,1,2,15,42,2,3,1,9.90348755253613
21000,66,1,1,2,13,30,1,3,1,9.95227771670556
17000,69,1,2,2,12,42,2,1,1,9.74096862303835
24000,60,2,1,2,13,50,3,3,0,10.0858091093301
40000,75,1,1,2,12,46,2,3,1,10.5966347330961
8000,64,2,1,2,13,19,1,3,0,8.98719682066197
19000,63,2,1,1,15,45,2,2,0,9.85219425814858
5000,64,1,2,2,17,33,1,1,1,8.51719319141624
24000,63,2,2,2,14,40,2,1,0,10.0858091093301
5000,67,2,1,2,14,19,1,3,0,8.51719319141624
33000,66,1,1,2,16,34,1,3,1,10.4042628404486
24000,65,2,1,2,14,24,1,3,0,10.0858091093301
6000,63,2,1,2,13,23,1,3,0,8.69951474821019
90000,66,2,1,2,14,55,3,3,0,11.4075649493124
57000,64,2,1,2,18,47,2,3,0,10.9508065468167
13800,71,1,1,2,14,54,3,3,1,9.5324238711453
30000,71,1,1,2,18,37,2,3,1,10.3089526606443
15000,72,1,1,2,12,40,2,3,1,9.61580548008435
31000,70,1,1,2,12,29,1,3,1,10.3417424834673
33000,74,1,1,2,17,40,2,3,1,10.4042628404486
30000,68,1,1,2,18,61,3,3,1,10.3089526606443
12000,74,1,1,2,12,38,2,3,1,9.39266192877014
5000,75,1,1,2,12,22,1,3,1,8.51719319141624
21000,68,1,1,2,12,59,3,3,1,9.95227771670556
28000,63,2,1,2,18,46,2,3,0,10.2399597891573
12000,72,1,1,2,12,31,1,3,1,9.39266192877014
19000,64,2,1,2,12,46,2,3,0,9.85219425814858
6000,63,2,1,2,14,35,2,3,0,8.69951474821019
5300,66,2,1,2,13,60,3,3,0,8.57546209954021
15000,61,2,1,2,13,28,1,3,0,9.61580548008435
17000,73,1,1,2,12,46,2,3,1,9.74096862303835
1700,65,1,1,2,12,22,1,3,1,7.43838353004431
5400,62,2,1,2,12,31,1,3,0,8.59415423255237
10000,68,1,1,2,12,31,1,3,1,9.21034037197618
35000,68,2,1,2,16,43,2,3,0,10.4631033404715
28000,63,2,1,2,18,44,2,3,0,10.2399597891573
42000,63,2,1,2,12,40,2,3,0,10.6454248972655
45000,68,1,1,2,12,58,3,3,1,10.7144177687525
55000,64,2,1,2,12,51,3,3,0,10.9150884642146
36000,70,2,1,2,16,30,1,3,0,10.4912742174382
25000,70,1,1,2,10,31,1,3,1,10.1266311038503
19000,72,1,1,2,12,28,1,3,1,9.85219425814858
38000,69,1,1,2,11,50,3,3,1,10.5453414387085
15000,63,2,1,2,14,37,2,3,0,9.61580548008435
96000,63,2,1,2,14,27,1,3,0,11.47210347045
11000,63,2,1,2,12,47,2,3,0,9.30565055178051
9000,73,1,1,2,15,34,1,3,1,9.10497985631836
5000,69,2,1,2,14,24,1,3,0,8.51719319141624
50000,70,1,1,2,12,51,3,3,1,10.8197782844103
6000,65,2,1,2,13,44,2,3,0,8.69951474821019
1e+05,72,1,1,2,13,22,1,3,1,11.5129254649702
16500,62,2,1,2,13,46,2,3,0,9.71111565988867
32000,72,1,1,2,14,40,2,3,1,10.3734911817819
30000,73,1,1,2,18,41,2,3,1,10.3089526606443
10000,68,2,1,2,16,42,2,3,0,9.21034037197618
15000,66,2,1,2,12,19,1,3,0,9.61580548008435
26000,60,2,1,2,18,63,3,3,0,10.1658518170036
17000,65,2,1,2,12,59,3,3,0,9.74096862303835
22000,63,2,4,2,18,59,3,4,0,9.99879773234045
10000,64,2,1,2,12,41,2,3,0,9.21034037197618
50000,71,1,1,2,14,58,3,3,1,10.8197782844103
20000,67,1,1,2,12,35,2,3,1,9.90348755253613
400,63,2,1,2,12,31,1,3,0,5.99146454710798
16000,65,2,1,2,14,59,3,3,0,9.68034400122192
14000,63,2,1,2,13,58,3,3,0,9.5468126085974
5000,65,2,1,2,15,20,1,3,0,8.51719319141624
40000,74,1,1,2,16,34,1,3,1,10.5966347330961
5000,67,2,1,2,13,55,3,3,0,8.51719319141624
25000,68,2,1,2,17,47,2,3,0,10.1266311038503
12000,65,2,1,2,12,51,3,3,0,9.39266192877014
58000,64,2,1,2,16,34,1,3,0,10.9681982895286
18000,68,2,1,2,16,26,1,3,0,9.7981270368783
1000,65,1,1,2,12,18,1,3,1,6.90775527898214
21000,72,1,1,2,17,47,2,3,1,9.95227771670556
11000,66,1,2,2,12,62,3,1,1,9.30565055178051
13000,64,2,1,2,12,36,2,3,0,9.47270463644367
25000,72,1,2,2,12,35,2,1,1,10.1266311038503
600,64,2,1,2,12,43,2,3,0,6.39692965521615
25000,67,1,2,2,14,26,1,1,1,10.1266311038503
36000,68,1,1,2,12,28,1,3,1,10.4912742174382
15000,64,2,4,2,13,33,1,4,0,9.61580548008435
3500,66,2,1,2,12,51,3,3,0,8.1605182474775
19005,65,2,1,2,16,34,1,3,0,9.85245738142335
62000,70,1,1,2,14,54,3,3,1,11.0348896640272
25000,70,1,1,2,12,42,2,3,1,10.1266311038503
50000,66,1,1,2,12,52,3,3,1,10.8197782844103
40000,66,1,1,2,12,61,3,3,1,10.5966347330961
26000,74,1,1,2,18,26,1,3,1,10.1658518170036
22000,62,2,1,2,12,48,2,3,0,9.99879773234045
21000,66,2,1,2,17,39,2,3,0,9.95227771670556
30000,65,2,2,2,18,64,3,1,0,10.3089526606443
27000,71,1,1,2,16,29,1,3,1,10.2035921449865
4000,66,2,1,2,16,42,2,3,0,8.29404964010203
45000,67,1,1,2,18,40,2,3,1,10.7144177687525
18000,61,2,1,2,14,45,2,3,0,9.7981270368783
6000,66,2,1,2,15,22,1,3,0,8.69951474821019
14000,72,1,1,2,12,24,1,3,1,9.5468126085974
35000,69,2,1,2,14,24,1,3,0,10.4631033404715
15000,64,2,1,2,16,29,1,3,0,9.61580548008435
12000,63,2,2,2,12,29,1,1,0,9.39266192877014
1000,60,2,1,2,12,47,2,3,0,6.90775527898214
32000,70,1,2,2,15,33,1,1,1,10.3734911817819
1500,73,1,1,2,12,19,1,3,1,7.3132203870903
3000,65,2,2,2,16,23,1,1,0,8.00636756765025
35000,64,2,1,2,12,42,2,3,0,10.4631033404715
70000,72,1,1,2,15,48,2,3,1,11.1562505210315
21000,67,2,1,2,16,28,1,3,0,9.95227771670556
50000,69,1,1,2,11,18,1,3,1,10.8197782844103
15000,71,1,1,2,9,21,1,3,1,9.61580548008435
9000,66,2,2,2,8,35,2,1,0,9.10497985631836
10000,63,2,2,2,14,25,1,1,0,9.21034037197618
30000,71,1,1,2,12,47,2,3,1,10.3089526606443
16000,72,1,1,2,14,21,1,3,1,9.68034400122192
20000,68,1,1,2,12,51,3,3,1,9.90348755253613
1e+05,72,1,1,2,17,54,3,3,1,11.5129254649702
10000,66,2,1,2,12,43,2,3,0,9.21034037197618
35000,66,1,1,2,14,63,3,3,1,10.4631033404715
7000,65,2,1,2,16,31,1,3,0,8.85366542803745
8000,71,1,2,2,14,27,1,1,1,8.98719682066197
11000,74,1,1,2,10,50,3,3,1,9.30565055178051
25000,70,1,1,2,9,47,2,3,1,10.1266311038503
25000,64,2,1,2,14,45,2,3,0,10.1266311038503
30000,69,1,1,2,14,48,2,3,1,10.3089526606443
48000,63,2,1,2,18,34,1,3,0,10.77895628989
17000,68,2,1,2,12,46,2,3,0,9.74096862303835
26000,73,1,1,2,16,24,1,3,1,10.1658518170036
10000,63,2,1,2,12,61,3,3,0,9.21034037197618
60000,71,1,1,2,18,53,3,3,1,11.0020998412042
22000,65,2,1,2,18,29,1,3,0,9.99879773234045
24000,65,2,1,2,16,32,1,3,0,10.0858091093301
20000,71,1,1,2,14,40,2,3,1,9.90348755253613
7000,70,2,1,2,14,30,1,3,0,8.85366542803745
30000,68,2,2,2,16,48,2,1,0,10.3089526606443
23000,66,2,1,2,18,28,1,3,0,10.0432494949113
20000,64,2,1,2,12,40,2,3,0,9.90348755253613
3000,66,2,1,2,16,29,1,3,0,8.00636756765025
30000,70,1,1,2,16,41,2,3,1,10.3089526606443
12000,64,2,1,2,14,23,1,3,0,9.39266192877014
40000,71,1,1,2,12,38,2,3,1,10.5966347330961
15000,64,2,1,2,14,23,1,3,0,9.61580548008435
36000,63,2,1,2,16,45,2,3,0,10.4912742174382
10000,66,2,1,2,12,53,3,3,0,9.21034037197618
13000,68,2,1,2,14,48,2,3,0,9.47270463644367
10000,62,2,2,2,12,27,1,1,0,9.21034037197618
30000,69,1,2,1,12,37,2,1,1,10.3089526606443
23000,64,1,1,2,13,32,1,3,1,10.0432494949113
28000,64,1,2,2,14,63,3,1,1,10.2399597891573
20000,69,1,1,2,11,23,1,3,1,9.90348755253613
25000,74,1,1,2,12,30,1,3,1,10.1266311038503
25000,68,2,1,2,13,52,3,3,0,10.1266311038503
18000,67,2,1,2,16,40,2,3,0,9.7981270368783
16000,72,1,1,2,13,23,1,3,1,9.68034400122192
45000,73,1,1,2,16,38,2,3,1,10.7144177687525
12000,64,2,1,2,14,38,2,3,0,9.39266192877014
2000,68,2,1,2,12,18,1,3,0,7.60090245954208
10000,63,2,1,2,12,18,1,3,0,9.21034037197618
14000,71,1,1,2,12,36,2,3,1,9.5468126085974
15000,64,2,1,2,12,31,1,3,0,9.61580548008435
10000,60,2,1,2,12,39,2,3,0,9.21034037197618
1200,66,2,1,2,4,64,3,3,0,7.09007683577609
15000,59,2,1,2,14,62,3,3,0,9.61580548008435
10000,63,2,1,2,13,64,3,3,0,9.21034037197618
2000,66,1,1,2,12,18,1,3,1,7.60090245954208
4000,65,2,1,2,13,33,1,3,0,8.29404964010203
10000,64,2,1,2,14,32,1,3,0,9.21034037197618
1500,66,2,1,2,12,23,1,3,0,7.3132203870903
18000,66,1,9,1,17,26,1,2,1,9.7981270368783
4000,73,1,1,2,15,24,1,3,1,8.29404964010203
28000,72,1,1,2,16,26,1,3,1,10.2399597891573
10000,74,2,1,2,14,22,1,3,0,9.21034037197618
3000,65,2,1,2,16,22,1,3,0,8.00636756765025
12000,71,1,1,2,12,21,1,3,1,9.39266192877014
19000,68,2,1,2,13,45,2,3,0,9.85219425814858
36000,70,1,1,2,16,39,2,3,1,10.4912742174382
7000,64,2,1,2,16,59,3,3,0,8.85366542803745
35000,59,2,1,2,11,34,1,3,0,10.4631033404715
40000,68,1,1,2,18,43,2,3,1,10.5966347330961
15000,68,1,1,2,14,25,1,3,1,9.61580548008435
8000,69,2,1,2,13,43,2,3,0,8.98719682066197
25000,69,2,1,2,14,55,3,3,0,10.1266311038503
28000,75,1,1,2,18,38,2,3,1,10.2399597891573
22000,69,1,1,2,14,35,2,3,1,9.99879773234045
21500,72,1,2,2,13,24,1,1,1,9.97580821411575
3000,68,2,1,2,12,23,1,3,0,8.00636756765025
23000,72,1,1,2,13,28,1,3,1,10.0432494949113
16000,63,2,1,1,12,46,2,2,0,9.68034400122192
15000,69,1,1,2,12,26,1,3,1,9.61580548008435
53000,63,2,9,1,17,32,1,2,0,10.8780471925343
26000,72,1,1,2,12,27,1,3,1,10.1658518170036
4000,65,2,4,2,12,28,1,4,0,8.29404964010203
10000,73,1,1,2,16,59,3,3,1,9.21034037197618
43000,69,1,1,2,12,51,3,3,1,10.6689553946757
17000,69,1,3,2,14,33,1,4,1,9.74096862303835
4000,61,2,1,1,12,38,2,2,0,8.29404964010203
50000,73,1,1,2,15,48,2,3,1,10.8197782844103
55000,67,2,1,2,18,51,3,3,0,10.9150884642146
28000,63,2,1,2,16,41,2,3,0,10.2399597891573
5000,62,2,1,2,14,48,2,3,0,8.51719319141624
18000,65,2,1,2,13,49,2,3,0,9.7981270368783
21000,72,1,1,1,15,62,3,2,1,9.95227771670556
12000,67,2,1,2,12,33,1,3,0,9.39266192877014
33000,65,2,1,1,16,62,3,2,0,10.4042628404486
50000,72,1,1,1,13,64,3,2,1,10.8197782844103
16000,64,2,1,2,14,59,3,3,0,9.68034400122192
35000,68,1,1,2,12,50,3,3,1,10.4631033404715
25000,68,2,1,2,12,43,2,3,0,10.1266311038503
20000,76,1,1,2,14,26,1,3,1,9.90348755253613
18000,63,2,1,2,12,36,2,3,0,9.7981270368783
25000,68,1,1,2,16,25,1,3,1,10.1266311038503
40000,72,1,1,2,16,33,1,3,1,10.5966347330961
14000,64,2,1,2,14,40,2,3,0,9.5468126085974
12000,68,2,1,2,12,48,2,3,0,9.39266192877014
25000,61,2,1,2,12,31,1,3,0,10.1266311038503
38000,67,2,1,2,17,55,3,3,0,10.5453414387085
14000,63,2,1,2,12,28,1,3,0,9.5468126085974
15000,60,2,1,2,13,37,2,3,0,9.61580548008435
17000,74,1,1,2,16,31,1,3,1,9.74096862303835
18000,62,1,1,1,12,63,3,2,1,9.7981270368783
70000,72,1,1,2,18,47,2,3,1,11.1562505210315
30000,65,2,1,2,18,59,3,3,0,10.3089526606443
8000,62,2,1,2,12,51,3,3,0,8.98719682066197
30000,71,1,1,2,16,34,1,3,1,10.3089526606443
27000,71,1,1,2,14,32,1,3,1,10.2035921449865
47000,70,1,1,2,18,43,2,3,1,10.7579028806922
12000,67,1,1,1,12,22,1,2,1,9.39266192877014
24000,62,2,1,2,17,34,1,3,0,10.0858091093301
13000,63,2,1,1,12,35,2,2,0,9.47270463644367
80000,61,2,1,2,14,37,2,3,0,11.289781913656
5000,72,1,1,2,12,18,1,3,1,8.51719319141624
25000,63,2,1,2,10,60,3,3,0,10.1266311038503
28000,66,1,1,2,12,44,2,3,1,10.2399597891573
8000,64,2,1,2,15,20,1,3,0,8.98719682066197
10000,66,2,1,2,13,51,3,3,0,9.21034037197618
9000,68,2,1,2,14,41,2,3,0,9.10497985631836
20000,60,2,1,2,12,37,2,3,0,9.90348755253613
20000,61,2,1,2,14,36,2,3,0,9.90348755253613
28000,64,2,1,2,14,36,2,3,0,10.2399597891573
265,66,2,1,2,15,21,1,3,0,5.57972982598622
26000,66,2,1,1,14,32,1,2,0,10.1658518170036
27000,67,2,1,2,17,34,1,3,0,10.2035921449865
14000,68,2,1,2,12,30,1,3,0,9.5468126085974
32000,66,1,1,2,16,33,1,3,1,10.3734911817819
10000,69,2,1,2,14,32,1,3,0,9.21034037197618
7000,69,1,1,2,16,30,1,3,1,8.85366542803745
28000,71,1,1,2,17,46,2,3,1,10.2399597891573
60000,74,1,1,2,13,54,3,3,1,11.0020998412042
12000,69,1,1,2,4,62,3,3,1,9.39266192877014
15000,72,1,1,2,11,63,3,3,1,9.61580548008435
26000,64,2,1,2,15,32,1,3,0,10.1658518170036
26000,72,1,1,1,16,25,1,2,1,10.1658518170036
18720,63,2,2,2,10,36,2,1,0,9.83734775003158
80000,70,1,1,2,17,39,2,3,1,11.289781913656
48000,66,2,1,2,13,39,2,3,0,10.77895628989
18000,62,1,3,2,16,27,1,4,1,9.7981270368783
35000,64,2,2,2,12,47,2,1,0,10.4631033404715
5000,69,1,1,2,16,22,1,3,1,8.51719319141624
9000,64,2,1,1,13,22,1,2,0,9.10497985631836
30000,67,2,1,2,16,27,1,3,0,10.3089526606443
80000,72,1,1,2,14,58,3,3,1,11.289781913656
35000,65,2,1,2,16,32,1,3,0,10.4631033404715
12000,63,2,1,2,14,34,1,3,0,9.39266192877014
2e+05,70,1,1,2,18,34,1,3,1,12.2060726455302
4000,64,2,1,2,16,45,2,3,0,8.29404964010203
